                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
AC106821.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02211         0.000000e+00    0.000000   1.000000      1.000000
AC099499.2        0.000000e+00    0.000000   1.000000      1.000000
AC099499.1        0.000000e+00    0.000000   1.000000      1.000000
AC106754.1        0.000000e+00    0.000000   1.000000      1.000000
AC022140.1        0.000000e+00    0.000000   1.000000      1.000000
AC025475.1        0.000000e+00    0.000000   1.000000      1.000000
AC113347.4        0.000000e+00    0.000000   1.000000      1.000000
CDH9              0.000000e+00    0.000000   1.000000      1.000000
AC113355.1        0.000000e+00    0.000000   1.000000      1.000000
PURPL             0.000000e+00    0.000000   1.000000      1.000000
LINC02103         0.000000e+00    0.000000   1.000000      1.000000
AC008825.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02109         0.000000e+00    0.000000   1.000000      1.000000
LINC02064         0.000000e+00    0.000000   1.000000      1.000000
AC113386.1        0.000000e+00    0.000000   1.000000      1.000000
AC022447.3        0.000000e+00    0.000000   1.000000      1.000000
AC022447.1        0.000000e+00    0.000000   1.000000      1.000000
AC022447.7        0.000000e+00    0.000000   1.000000      1.000000
LINC02061         0.000000e+00    0.000000   1.000000      1.000000
AC010343.3        0.000000e+00    0.000000   1.000000      1.000000
LINC02120         0.000000e+00    0.000000   1.000000      1.000000
AC034223.1        0.000000e+00    0.000000   1.000000      1.000000
AC034223.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02160         0.000000e+00    0.000000   1.000000      1.000000
AC034232.2        0.000000e+00    0.000000   1.000000      1.000000
RXFP3             0.000000e+00    0.000000   1.000000      1.000000
C1QTNF3-AMACR     0.000000e+00    0.000000   1.000000      1.000000
AC139792.1        0.000000e+00    0.000000   1.000000      1.000000
AC025754.1        0.000000e+00    0.000000   1.000000      1.000000
AC137810.1        0.000000e+00    0.000000   1.000000      1.000000
AC112204.2        0.000000e+00    0.000000   1.000000      1.000000
UGT3A1            0.000000e+00    0.000000   1.000000      1.000000
NADK2-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC008957.2        0.000000e+00    0.000000   1.000000      1.000000
AC008957.1        0.000000e+00    0.000000   1.000000      1.000000
GDNF              0.000000e+00    0.000000   1.000000      1.000000
LINC02117         0.000000e+00    0.000000   1.000000      1.000000
AC008869.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02110         0.000000e+00    0.000000   1.000000      1.000000
AC034226.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02107         0.000000e+00    0.000000   1.000000      1.000000
LINC02119         0.000000e+00    0.000000   1.000000      1.000000
EGFLAM-AS4        0.000000e+00    0.000000   1.000000      1.000000
EGFLAM-AS3        0.000000e+00    0.000000   1.000000      1.000000
EGFLAM-AS2        0.000000e+00    0.000000   1.000000      1.000000
EGFLAM-AS1        0.000000e+00    0.000000   1.000000      1.000000
AC010425.1        0.000000e+00    0.000000   1.000000      1.000000
AC091435.2        0.000000e+00    0.000000   1.000000      1.000000
C9                0.000000e+00    0.000000   1.000000      1.000000
LINC02104         0.000000e+00    0.000000   1.000000      1.000000
LINC00603         0.000000e+00    0.000000   1.000000      1.000000
LINC00604         0.000000e+00    0.000000   1.000000      1.000000
AC093277.1        0.000000e+00    0.000000   1.000000      1.000000
MROH2B            0.000000e+00    0.000000   1.000000      1.000000
AC108099.1        0.000000e+00    0.000000   1.000000      1.000000
AC008945.1        0.000000e+00    0.000000   1.000000      1.000000
AC025171.3        0.000000e+00    0.000000   1.000000      1.000000
AC114956.2        0.000000e+00    0.000000   1.000000      1.000000
AC114956.1        0.000000e+00    0.000000   1.000000      1.000000
AC104119.1        0.000000e+00    0.000000   1.000000      1.000000
FGF10-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC114954.1        0.000000e+00    0.000000   1.000000      1.000000
HCN1              0.000000e+00    0.000000   1.000000      1.000000
AC122694.1        0.000000e+00    0.000000   1.000000      1.000000
AC022441.1        0.000000e+00    0.000000   1.000000      1.000000
AC022441.2        0.000000e+00    0.000000   1.000000      1.000000
AC008808.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02106         0.000000e+00    0.000000   1.000000      1.000000
AC008808.1        0.000000e+00    0.000000   1.000000      1.000000
AC010478.1        0.000000e+00    0.000000   1.000000      1.000000
ISL1              0.000000e+00    0.000000   1.000000      1.000000
AC091860.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02118         0.000000e+00    0.000000   1.000000      1.000000
AC022126.1        0.000000e+00    0.000000   1.000000      1.000000
AC025180.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02105         0.000000e+00    0.000000   1.000000      1.000000
LINC01033         0.000000e+00    0.000000   1.000000      1.000000
HSPB3             0.000000e+00    0.000000   1.000000      1.000000
AC112198.3        0.000000e+00    0.000000   1.000000      1.000000
AC034238.3        0.000000e+00    0.000000   1.000000      1.000000
AC034238.2        0.000000e+00    0.000000   1.000000      1.000000
CDC20B            0.000000e+00    0.000000   1.000000      1.000000
DDX4              0.000000e+00    0.000000   1.000000      1.000000
AC008914.1        0.000000e+00    0.000000   1.000000      1.000000
AC008892.1        0.000000e+00    0.000000   1.000000      1.000000
AC034245.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01948         0.000000e+00    0.000000   1.000000      1.000000
C5orf67           0.000000e+00    0.000000   1.000000      1.000000
AC008940.1        0.000000e+00    0.000000   1.000000      1.000000
AC008937.2        0.000000e+00    0.000000   1.000000      1.000000
AC008937.1        0.000000e+00    0.000000   1.000000      1.000000
AC016644.1        0.000000e+00    0.000000   1.000000      1.000000
AC025470.2        0.000000e+00    0.000000   1.000000      1.000000
ACTBL2            0.000000e+00    0.000000   1.000000      1.000000
AC008780.1        0.000000e+00    0.000000   1.000000      1.000000
AC008780.2        0.000000e+00    0.000000   1.000000      1.000000
AC106822.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02225         0.000000e+00    0.000000   1.000000      1.000000
LINC02101         0.000000e+00    0.000000   1.000000      1.000000
LINC02108         0.000000e+00    0.000000   1.000000      1.000000
AC016642.1        0.000000e+00    0.000000   1.000000      1.000000
AC008852.1        0.000000e+00    0.000000   1.000000      1.000000
AC092343.1        0.000000e+00    0.000000   1.000000      1.000000
AC034234.1        0.000000e+00    0.000000   1.000000      1.000000
AC022445.1        0.000000e+00    0.000000   1.000000      1.000000
SMIM15-AS1        0.000000e+00    0.000000   1.000000      1.000000
LINC02057         0.000000e+00    0.000000   1.000000      1.000000
AC026746.1        0.000000e+00    0.000000   1.000000      1.000000
C5orf64-AS1       0.000000e+00    0.000000   1.000000      1.000000
AC026434.1        0.000000e+00    0.000000   1.000000      1.000000
LRRC70            0.000000e+00    0.000000   1.000000      1.000000
HTR1A             0.000000e+00    0.000000   1.000000      1.000000
RGS7BP            0.000000e+00    0.000000   1.000000      1.000000
SHISAL2B          0.000000e+00    0.000000   1.000000      1.000000
AC025176.1        0.000000e+00    0.000000   1.000000      1.000000
AC025442.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02065         0.000000e+00    0.000000   1.000000      1.000000
AC113378.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02229         0.000000e+00    0.000000   1.000000      1.000000
AC010420.1        0.000000e+00    0.000000   1.000000      1.000000
AC112206.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02242         0.000000e+00    0.000000   1.000000      1.000000
AC106798.1        0.000000e+00    0.000000   1.000000      1.000000
AC024581.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02219         0.000000e+00    0.000000   1.000000      1.000000
AC024579.1        0.000000e+00    0.000000   1.000000      1.000000
AC010280.2        0.000000e+00    0.000000   1.000000      1.000000
AC010280.3        0.000000e+00    0.000000   1.000000      1.000000
AC010280.1        0.000000e+00    0.000000   1.000000      1.000000
AC093523.1        0.000000e+00    0.000000   1.000000      1.000000
AC093248.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02198         0.000000e+00    0.000000   1.000000      1.000000
AC010273.2        0.000000e+00    0.000000   1.000000      1.000000
AC145146.1        0.000000e+00    0.000000   1.000000      1.000000
AC140134.2        0.000000e+00    0.000000   1.000000      1.000000
AC139834.1        0.000000e+00    0.000000   1.000000      1.000000
AC145141.2        0.000000e+00    0.000000   1.000000      1.000000
AC145141.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02056         0.000000e+00    0.000000   1.000000      1.000000
AC063979.2        0.000000e+00    0.000000   1.000000      1.000000
AC035140.1        0.000000e+00    0.000000   1.000000      1.000000
AC116345.3        0.000000e+00    0.000000   1.000000      1.000000
TMEM174           0.000000e+00    0.000000   1.000000      1.000000
AC116345.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02230         0.000000e+00    0.000000   1.000000      1.000000
FOXD1-AS1         0.000000e+00    0.000000   1.000000      1.000000
LINC01385         0.000000e+00    0.000000   1.000000      1.000000
LINC01386         0.000000e+00    0.000000   1.000000      1.000000
AC091868.2        0.000000e+00    0.000000   1.000000      1.000000
AC093283.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02122         0.000000e+00    0.000000   1.000000      1.000000
LINC01335         0.000000e+00    0.000000   1.000000      1.000000
AC106732.1        0.000000e+00    0.000000   1.000000      1.000000
LINC01333         0.000000e+00    0.000000   1.000000      1.000000
LINC01332         0.000000e+00    0.000000   1.000000      1.000000
LINC01331         0.000000e+00    0.000000   1.000000      1.000000
AC116337.3        0.000000e+00    0.000000   1.000000      1.000000
LINC01336         0.000000e+00    0.000000   1.000000      1.000000
AC008897.2        0.000000e+00    0.000000   1.000000      1.000000
AC010245.1        0.000000e+00    0.000000   1.000000      1.000000
AC026774.1        0.000000e+00    0.000000   1.000000      1.000000
AC113404.1        0.000000e+00    0.000000   1.000000      1.000000
AC026725.1        0.000000e+00    0.000000   1.000000      1.000000
AC025188.1        0.000000e+00    0.000000   1.000000      1.000000
AC008581.2        0.000000e+00    0.000000   1.000000      1.000000
AC008581.1        0.000000e+00    0.000000   1.000000      1.000000
AC022414.1        0.000000e+00    0.000000   1.000000      1.000000
AC108482.1        0.000000e+00    0.000000   1.000000      1.000000
BHMT              0.000000e+00    0.000000   1.000000      1.000000
AC008496.2        0.000000e+00    0.000000   1.000000      1.000000
LINC01455         0.000000e+00    0.000000   1.000000      1.000000
AC010260.1        0.000000e+00    0.000000   1.000000      1.000000
SPZ1              0.000000e+00    0.000000   1.000000      1.000000
AC008434.1        0.000000e+00    0.000000   1.000000      1.000000
AC026427.1        0.000000e+00    0.000000   1.000000      1.000000
ACOT12            0.000000e+00    0.000000   1.000000      1.000000
ATG10-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC026782.1        0.000000e+00    0.000000   1.000000      1.000000
AC026782.2        0.000000e+00    0.000000   1.000000      1.000000
AC008885.2        0.000000e+00    0.000000   1.000000      1.000000
LINC01338         0.000000e+00    0.000000   1.000000      1.000000
AC108174.1        0.000000e+00    0.000000   1.000000      1.000000
AC027338.2        0.000000e+00    0.000000   1.000000      1.000000
AC027338.1        0.000000e+00    0.000000   1.000000      1.000000
VCAN-AS1          0.000000e+00    0.000000   1.000000      1.000000
AC113383.1        0.000000e+00    0.000000   1.000000      1.000000
AC114928.1        0.000000e+00    0.000000   1.000000      1.000000
AC117522.2        0.000000e+00    0.000000   1.000000      1.000000
AC010486.1        0.000000e+00    0.000000   1.000000      1.000000
AC010486.2        0.000000e+00    0.000000   1.000000      1.000000
AC010486.3        0.000000e+00    0.000000   1.000000      1.000000
